closure_fraction,demand_multiplier,distance_beta_per_km,method,metric,mean,sd,ci95_low,ci95_high,n
0.2,1.0,0.5,nearest,rerouted_fraction,0.661816721012998,0.18085251683156997,0.5894606448068741,0.734172797219122,24
0.2,1.0,0.5,nearest,energy_weighted_extra_distance_km,0.5298202628420555,0.36458277147237833,0.38395677551960333,0.6756837501645077,24
0.2,1.0,0.5,nearest,max_capacity_utilization,0.9368809957072431,0.19771567652492855,0.8577782505068191,1.0159837409076673,24
0.2,1.0,0.5,no_choice,served_fraction,0.5583144449012704,0.22373922418056608,0.4688001122354718,0.6478287775670689,24
0.2,1.0,0.5,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.2,1.0,0.5,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
0.2,1.0,0.5,no_choice,max_capacity_utilization,0.9115594645515005,0.23953233135589275,0.8157265730603711,1.0073923560426299,24
0.2,1.0,1.0,coordinated,served_fraction,1.0,0.0,1.0,1.0,24
0.2,1.0,1.0,coordinated,rerouted_fraction,0.4416855550987296,0.22373922418056608,0.35217122243293103,0.5311998877645282,24
0.2,1.0,1.0,coordinated,energy_weighted_extra_distance_km,0.504443980728465,0.3471901716211193,0.36553898257889134,0.6433489788780387,24
0.2,1.0,1.0,coordinated,max_capacity_utilization,0.9191710644901012,0.21044243710517313,0.83497655460465,1.0033655743755525,24
0.2,1.0,1.0,logit,served_fraction,0.9999999999997741,9.585285689789737e-13,0.9999999999993906,1.0000000000001577,24
0.2,1.0,1.0,logit,rerouted_fraction,0.6167577332066478,0.17246395458598004,0.5477577808728115,0.6857576855404842,24
0.2,1.0,1.0,logit,energy_weighted_extra_distance_km,0.8895572404395508,0.3648972620340121,0.7435679306876276,1.0355465501914738,24
0.2,1.0,1.0,logit,max_capacity_utilization,0.867805685218563,0.2554573407453578,0.765601463025741,0.9700099074113852,24
0.2,1.0,1.0,nearest,served_fraction,1.0,0.0,1.0,1.0,24
0.2,1.0,1.0,nearest,rerouted_fraction,0.661816721012998,0.18085251683156997,0.5894606448068741,0.734172797219122,24
